file,speaker,label,numeric_label,length (sec)
8956.wav,Donald Trump,bona-fide,0,2.011
8957.wav,JFK,bona-fide,0,1.767
8959.wav,Christopher Hitchens,bona-fide,0,10.1290625
8960.wav,Bernie Sanders,spoof,1,8.286
8962.wav,Winston Churchill,spoof,1,3.0100625
8963.wav,Bill Burr,bona-fide,0,5.8840625
8968.wav,Bernie Sanders,bona-fide,0,3.1330625
8970.wav,Lyndon Johnson,spoof,1,8.144
8972.wav,Ronald Reagan,bona-fide,0,2.1190625
8973.wav,Ayn Rand,bona-fide,0,1.28
8974.wav,Martin Luther King,spoof,1,6.48
8976.wav,Donald Trump,bona-fide,0,3.771
8977.wav,Louis Farrakhan,bona-fide,0,3.7900625
8978.wav,Bernie Sanders,bona-fide,0,1.104
8979.wav,Ronald Reagan,bona-fide,0,4.608
8980.wav,Bernie Sanders,bona-fide,0,1.264
8981.wav,Bernie Sanders,bona-fide,0,3.714
8983.wav,Ayn Rand,bona-fide,0,3.787
8984.wav,Donald Trump,bona-fide,0,1.5360625
8985.wav,Winston Churchill,bona-fide,0,1.0700625
8986.wav,Martin Luther King,spoof,1,1.6270625
8987.wav,Bernie Sanders,bona-fide,0,1.9530625
8988.wav,Donald Trump,bona-fide,0,2.0660625
8989.wav,Dwight Eisenhower,spoof,1,2.3970625
8991.wav,Christopher Hitchens,spoof,1,8.5100625
8992.wav,Jeff Goldblum,bona-fide,0,3.071
8993.wav,Milton Friedman,spoof,1,1.8150625
8995.wav,Milton Friedman,bona-fide,0,23.7550625
8996.wav,Ronald Reagan,spoof,1,16.113
8998.wav,Mark Zuckerberg,bona-fide,0,9.1550625
8999.wav,Alan Watts,bona-fide,0,5.043
9002.wav,Robert Kardashian,bona-fide,0,4.2780625
9003.wav,Orson Welles,spoof,1,8.829
9008.wav,Bill Burr,bona-fide,0,6.5580625
9009.wav,Martin Luther King,bona-fide,0,9.812
9010.wav,Dwight Eisenhower,bona-fide,0,6.386
9011.wav,Martin Luther King,spoof,1,11.801
9013.wav,Bernie Sanders,spoof,1,7.8320625
9014.wav,Ayn Rand,bona-fide,0,3.583
9015.wav,Arnold Schwarzenegger,bona-fide,0,1.7770625
9016.wav,Louis C.K.,spoof,1,3.571
9018.wav,Nelson Mandela,spoof,1,20.0980625
9019.wav,Christopher Hitchens,bona-fide,0,8.966
9020.wav,Ayn Rand,spoof,1,2.8310625
9021.wav,Donald Trump,bona-fide,0,1.309
9024.wav,Alan Watts,spoof,1,1.3950625
9026.wav,Ayn Rand,bona-fide,0,7.021
9028.wav,Donald Trump,bona-fide,0,2.388
9029.wav,Donald Trump,bona-fide,0,3.8540625
9031.wav,George W. Bush,spoof,1,7.542
9032.wav,Donald Trump,bona-fide,0,3.1230625
9035.wav,Donald Trump,bona-fide,0,1.8880625
9036.wav,Ronald Reagan,spoof,1,11.1330625
9037.wav,Bernie Sanders,bona-fide,0,1.47
9038.wav,Boris Johnson,bona-fide,0,2.6360625
9040.wav,Ronald Reagan,spoof,1,2.6990625
9041.wav,Donald Trump,bona-fide,0,3.396
9048.wav,Ronald Reagan,bona-fide,0,4.444
9049.wav,Bernie Sanders,spoof,1,2.5670625
9050.wav,Bill Burr,spoof,1,8.644
9051.wav,Bob Ross,spoof,1,23.846
9053.wav,Ronald Reagan,spoof,1,10.0350625
9054.wav,Donald Trump,bona-fide,0,4.209
9055.wav,Bernie Sanders,bona-fide,0,10.2150625
9058.wav,Martin Luther King,spoof,1,3.612
9059.wav,Frank Sinatra,spoof,1,2.64
9060.wav,Donald Trump,bona-fide,0,1.255
9061.wav,Ayn Rand,spoof,1,3.1780625
9062.wav,Bernie Sanders,bona-fide,0,6.5910625
9063.wav,Donald Trump,bona-fide,0,2.9950625
9066.wav,Arnold Schwarzenegger,bona-fide,0,1.4850625
9067.wav,Bernie Sanders,bona-fide,0,2.3970625
9070.wav,Ronald Reagan,spoof,1,10.645
9072.wav,Louis Farrakhan,bona-fide,0,1.567
9073.wav,Kamala Harris,bona-fide,0,3.0910625
9075.wav,Ayn Rand,bona-fide,0,5.6170625
9077.wav,Donald Trump,spoof,1,11.543
9078.wav,Mr. Rogers,bona-fide,0,1.72
9081.wav,Christopher Hitchens,bona-fide,0,6.0530625
9083.wav,Lyndon Johnson,bona-fide,0,10.6150625
9084.wav,Gilbert Gottfried,spoof,1,4.9270625
9085.wav,Ronald Reagan,spoof,1,3.032
9086.wav,Bernie Sanders,spoof,1,3.5460625
9088.wav,Bernie Sanders,spoof,1,13.373
9089.wav,Dwight Eisenhower,bona-fide,0,1.554
9090.wav,Adam Driver,spoof,1,4.992
9091.wav,Bernie Sanders,bona-fide,0,2.452
9093.wav,Bernie Sanders,bona-fide,0,5.1760625
9094.wav,Donald Trump,bona-fide,0,3.04
9096.wav,Bernie Sanders,spoof,1,3.021
9097.wav,Winston Churchill,bona-fide,0,1.0650625
9099.wav,Donald Trump,bona-fide,0,3.2960625
9100.wav,Nick Offerman,bona-fide,0,1.686
9101.wav,Ronald Reagan,bona-fide,0,3.4480625
9102.wav,Donald Trump,bona-fide,0,1.461
9105.wav,Christopher Hitchens,spoof,1,5.9960625
9107.wav,Tucker Carlson,bona-fide,0,3.9390625
9108.wav,Ayn Rand,spoof,1,3.843
9109.wav,Donald Trump,bona-fide,0,4.1180625
9111.wav,Bernie Sanders,spoof,1,16.7130625
9112.wav,Milton Friedman,spoof,1,3.935
9114.wav,Donald Trump,bona-fide,0,1.645
9115.wav,Ronald Reagan,bona-fide,0,4.7340625
9117.wav,Orson Welles,bona-fide,0,3.4160625
9118.wav,Martin Luther King,bona-fide,0,1.864
9119.wav,Ayn Rand,spoof,1,2.7190625
9121.wav,Ronald Reagan,spoof,1,7.626
9122.wav,Donald Trump,bona-fide,0,2.754
9123.wav,Winston Churchill,bona-fide,0,1.601
9124.wav,George W. Bush,spoof,1,3.68
9125.wav,Donald Trump,bona-fide,0,13.622
9126.wav,Dwight Eisenhower,bona-fide,0,3.12
9127.wav,Donald Trump,bona-fide,0,1.603
9128.wav,Ayn Rand,bona-fide,0,3.9430625
9130.wav,Alan Watts,spoof,1,1.727
9131.wav,William F. Buckley,spoof,1,3.1370625
9135.wav,Ayn Rand,bona-fide,0,1.684
9136.wav,Arnold Schwarzenegger,bona-fide,0,7.662
9137.wav,Donald Trump,bona-fide,0,3.9530625
9138.wav,Milton Friedman,bona-fide,0,2.945
9139.wav,Ayn Rand,bona-fide,0,3.2310625
9141.wav,Winston Churchill,bona-fide,0,5.2860625
9142.wav,Ayn Rand,spoof,1,1.8110625
9144.wav,Winston Churchill,bona-fide,0,1.765
9146.wav,Bernie Sanders,bona-fide,0,6.881
9148.wav,Donald Trump,bona-fide,0,5.4850625
9149.wav,Alan Watts,spoof,1,1.083
9150.wav,Ayn Rand,spoof,1,6.4770625
9153.wav,Milton Friedman,spoof,1,2.783
9154.wav,Bob Ross,spoof,1,7.524
9155.wav,Donald Trump,bona-fide,0,1.821
9156.wav,Mark Zuckerberg,bona-fide,0,2.9540625
9157.wav,Scarlett Johansson,bona-fide,0,1.469
9159.wav,Bernie Sanders,spoof,1,7.8060625
9161.wav,Ayn Rand,bona-fide,0,5.1960625
9163.wav,Ayn Rand,spoof,1,8.552
9164.wav,Bernie Sanders,spoof,1,3.114
9166.wav,Bernie Sanders,spoof,1,4.7340625
9170.wav,Bernie Sanders,spoof,1,1.732
9171.wav,Ronald Reagan,spoof,1,5.62
9172.wav,Ronald Reagan,spoof,1,2.144
9174.wav,Nelson Mandela,spoof,1,2.5350625
9176.wav,Bernie Sanders,bona-fide,0,2.8960625
9177.wav,Ayn Rand,spoof,1,5.0540625
9179.wav,Mark Zuckerberg,bona-fide,0,2.466
9180.wav,George W. Bush,spoof,1,2.125
9182.wav,Ayn Rand,bona-fide,0,1.262
9183.wav,Ronald Reagan,bona-fide,0,2.447
9185.wav,Donald Trump,bona-fide,0,4.031
9187.wav,Ayn Rand,bona-fide,0,1.085
9188.wav,Mark Zuckerberg,bona-fide,0,3.9390625
9192.wav,Bill Burr,bona-fide,0,10.416
9193.wav,Martin Luther King,bona-fide,0,1.7270625
9194.wav,Bob Ross,spoof,1,2.698
9195.wav,Bernie Sanders,bona-fide,0,2.7190625
9197.wav,Winston Churchill,spoof,1,10.08
9198.wav,Donald Trump,bona-fide,0,3.795
9199.wav,Donald Trump,bona-fide,0,2.8110625
9200.wav,Donald Trump,bona-fide,0,4.468
9201.wav,Bernie Sanders,bona-fide,0,2.749
9203.wav,Bernie Sanders,bona-fide,0,2.861
9204.wav,Ayn Rand,bona-fide,0,4.063
9205.wav,Christopher Hitchens,spoof,1,16.263
9207.wav,Louis Farrakhan,spoof,1,19.623
9208.wav,Donald Trump,spoof,1,3.68
9209.wav,Winston Churchill,bona-fide,0,3.2090625
9213.wav,Mark Zuckerberg,spoof,1,4.1500625
9216.wav,Ronald Reagan,bona-fide,0,1.5390625
9217.wav,Louis Farrakhan,bona-fide,0,3.347
9218.wav,Ayn Rand,spoof,1,4.7120625
9220.wav,Bernie Sanders,bona-fide,0,4.203
9221.wav,Martin Luther King,spoof,1,6.1360625
9222.wav,Nelson Mandela,spoof,1,4.2290625
9226.wav,JFK,bona-fide,0,5.2720625
9227.wav,Ayn Rand,bona-fide,0,2.1960625
9228.wav,Ayn Rand,bona-fide,0,3.443
9229.wav,Ayn Rand,spoof,1,5.2330625
9231.wav,Donald Trump,bona-fide,0,2.9960625
9233.wav,Ayn Rand,bona-fide,0,3.388
9236.wav,Donald Trump,bona-fide,0,4.7570625
9237.wav,Bernie Sanders,spoof,1,5.215
9238.wav,Ronald Reagan,bona-fide,0,2.6750625
9239.wav,Dwight Eisenhower,bona-fide,0,2.045
9240.wav,Mark Zuckerberg,bona-fide,0,1.848
9241.wav,2Pac,spoof,1,3.231
9243.wav,Donald Trump,bona-fide,0,2.008
9245.wav,Martin Luther King,bona-fide,0,3.205
9246.wav,Donald Trump,bona-fide,0,8.821
9247.wav,Malcolm X,bona-fide,0,4.7250625
9249.wav,Orson Welles,spoof,1,3.212
9250.wav,Milton Friedman,bona-fide,0,1.829
9251.wav,Donald Trump,bona-fide,0,1.8770625
9252.wav,Arnold Schwarzenegger,bona-fide,0,5.2500625
9253.wav,Malcolm X,spoof,1,1.964
9254.wav,Alexandria Ocasio-Cortez,spoof,1,8.8760625
9255.wav,Christopher Hitchens,bona-fide,0,7.4960625
9256.wav,Mark Zuckerberg,bona-fide,0,5.163
9258.wav,Mark Zuckerberg,spoof,1,4.02
9260.wav,Boris Johnson,bona-fide,0,5.9940625
9262.wav,Louis Farrakhan,spoof,1,4.3250625
9264.wav,Ayn Rand,spoof,1,2.08
9265.wav,Christopher Hitchens,bona-fide,0,1.763
9266.wav,Kanye West,bona-fide,0,3.5650625
9267.wav,Bernie Sanders,spoof,1,1.515
9268.wav,Kanye West,spoof,1,1.3900625
9269.wav,Winston Churchill,bona-fide,0,3.0170625
9270.wav,Milton Friedman,spoof,1,10.701
9271.wav,Bernie Sanders,bona-fide,0,7.907
9272.wav,Bernie Sanders,spoof,1,5.98
9273.wav,Kamala Harris,bona-fide,0,6.0550625
9274.wav,Winston Churchill,bona-fide,0,1.446
9276.wav,Robert Kardashian,bona-fide,0,1.4990625
9277.wav,Martin Luther King,spoof,1,19.183
9278.wav,Mr. Rogers,spoof,1,4.1990625
9280.wav,Alan Watts,spoof,1,8.312
9281.wav,Bob Ross,bona-fide,0,7.588
9282.wav,Winston Churchill,bona-fide,0,2.5560625
9283.wav,Martin Luther King,bona-fide,0,7.5050625
9284.wav,JFK,bona-fide,0,3.1960625
9285.wav,Christopher Hitchens,spoof,1,2.8360625
9286.wav,Boris Johnson,bona-fide,0,1.5530625
9287.wav,Mr. Rogers,bona-fide,0,3.021
9289.wav,Christopher Hitchens,bona-fide,0,1.4990625
9291.wav,Orson Welles,spoof,1,9.5170625
9292.wav,JFK,bona-fide,0,3.607
9294.wav,Ayn Rand,bona-fide,0,7.0330625
9295.wav,Donald Trump,bona-fide,0,2.985
9297.wav,Donald Trump,bona-fide,0,6.8140625
9299.wav,Ronald Reagan,spoof,1,1.662
9302.wav,2Pac,bona-fide,0,16.7170625
9303.wav,Donald Trump,bona-fide,0,2.7170625
9305.wav,Bernie Sanders,spoof,1,6.438
9306.wav,Louis Farrakhan,spoof,1,10.395
9307.wav,Christopher Hitchens,bona-fide,0,4.054
9310.wav,Nelson Mandela,spoof,1,4.6070625
9311.wav,Ayn Rand,spoof,1,3.325
9313.wav,Alan Watts,bona-fide,0,6.523
9314.wav,Ronald Reagan,bona-fide,0,1.586
9315.wav,Mark Zuckerberg,spoof,1,6.593
9316.wav,Bernie Sanders,spoof,1,4.3520625
9317.wav,Bernie Sanders,bona-fide,0,3.0180625
9320.wav,Donald Trump,bona-fide,0,2.8670625
9321.wav,Christopher Hitchens,spoof,1,3.5770625
9323.wav,Ayn Rand,bona-fide,0,3.4890625
9324.wav,Donald Trump,spoof,1,1.5960625
9325.wav,Ayn Rand,spoof,1,5.3130625
9328.wav,Ronald Reagan,spoof,1,2.728
9330.wav,Donald Trump,bona-fide,0,2.4080625
9331.wav,Dwight Eisenhower,bona-fide,0,1.521
9332.wav,George W. Bush,bona-fide,0,1.6
9333.wav,Bill Burr,bona-fide,0,2.0740625
9335.wav,Adam Driver,bona-fide,0,5.8510625
9336.wav,Nick Offerman,bona-fide,0,1.861
9338.wav,Bernie Sanders,bona-fide,0,2.024
9339.wav,Alan Watts,spoof,1,3.216
9340.wav,Adam Driver,spoof,1,3.227
9341.wav,Kanye West,bona-fide,0,1.503
9342.wav,Donald Trump,bona-fide,0,21.5380625
9344.wav,Donald Trump,bona-fide,0,3.8730625
9350.wav,Donald Trump,bona-fide,0,2.5590625
9351.wav,Robert Kardashian,bona-fide,0,8.3170625
9352.wav,Christopher Hitchens,bona-fide,0,8.822
9354.wav,Ayn Rand,spoof,1,11.1550625
9355.wav,Alan Watts,spoof,1,3.9360625
9356.wav,Bernie Sanders,bona-fide,0,3.203
9357.wav,Ronald Reagan,spoof,1,3.98
9358.wav,JFK,spoof,1,20.408
9359.wav,Donald Trump,bona-fide,0,1.648
9360.wav,Donald Trump,bona-fide,0,4.2900625
9361.wav,Bernie Sanders,bona-fide,0,1.775
9362.wav,Alan Watts,bona-fide,0,2.906
9363.wav,Kamala Harris,spoof,1,1.1190625
9365.wav,2Pac,spoof,1,2.5780625
9367.wav,Winston Churchill,bona-fide,0,2.405
9369.wav,Winston Churchill,spoof,1,3.76
9370.wav,John Cleese,spoof,1,22.5990625
9371.wav,JFK,spoof,1,1.0370625
9373.wav,Ayn Rand,spoof,1,6.2760625
9374.wav,Winston Churchill,bona-fide,0,2.265
9375.wav,Dwight Eisenhower,bona-fide,0,4.6750625
9376.wav,Alan Watts,bona-fide,0,0.7730625
9378.wav,Ayn Rand,bona-fide,0,3.9910625
9379.wav,Milton Friedman,bona-fide,0,2.3710625
9380.wav,Kanye West,spoof,1,2.642
9381.wav,Mark Zuckerberg,bona-fide,0,9.7110625
9383.wav,Donald Trump,bona-fide,0,4.024
9384.wav,Donald Trump,bona-fide,0,1.491
9385.wav,JFK,bona-fide,0,2.1080625
9386.wav,William F. Buckley,spoof,1,4.2060625
9387.wav,Ayn Rand,bona-fide,0,10.9500625
9391.wav,Donald Trump,bona-fide,0,4.963
9392.wav,Ayn Rand,bona-fide,0,3.388
9395.wav,Christopher Hitchens,spoof,1,8.082
9397.wav,Martin Luther King,bona-fide,0,4.402
9398.wav,Bernie Sanders,spoof,1,2.885
9399.wav,Gilbert Gottfried,spoof,1,7.8740625
9400.wav,Bernie Sanders,spoof,1,1.2310625
9401.wav,Arnold Schwarzenegger,bona-fide,0,2.884
9402.wav,Donald Trump,bona-fide,0,8.831
9403.wav,Donald Trump,bona-fide,0,5.0180625
9405.wav,Bernie Sanders,spoof,1,2.3060625
9406.wav,Donald Trump,bona-fide,0,2.12
9407.wav,George W. Bush,bona-fide,0,0.704
9408.wav,Christopher Hitchens,spoof,1,3.927
9412.wav,Ayn Rand,bona-fide,0,4.6250625
9414.wav,Donald Trump,bona-fide,0,4.744
9416.wav,Donald Trump,bona-fide,0,3.364
9417.wav,Donald Trump,bona-fide,0,2.13
9418.wav,Donald Trump,bona-fide,0,1.5100625
9419.wav,Dwight Eisenhower,spoof,1,2.446
9420.wav,Bernie Sanders,spoof,1,1.7980625
9421.wav,Winston Churchill,bona-fide,0,1.0120625
9422.wav,Donald Trump,bona-fide,0,1.721
9423.wav,Bernie Sanders,spoof,1,1.24
9424.wav,Ronald Reagan,spoof,1,5.784
9425.wav,Ayn Rand,spoof,1,2.3
9426.wav,Winston Churchill,spoof,1,2.057
9428.wav,Donald Trump,bona-fide,0,2.261
9429.wav,Christopher Hitchens,bona-fide,0,2.7550625
9431.wav,Alan Watts,bona-fide,0,1.767
9433.wav,Alexandria Ocasio-Cortez,bona-fide,0,2.7880625
9435.wav,John Cleese,spoof,1,2.4310625
9437.wav,Donald Trump,bona-fide,0,2.123
9438.wav,George W. Bush,spoof,1,10.787
9443.wav,2Pac,bona-fide,0,2.4140625
9444.wav,Donald Trump,bona-fide,0,2.1380625
9446.wav,Winston Churchill,bona-fide,0,2.7590625
9447.wav,Donald Trump,bona-fide,0,3.147
9450.wav,Donald Trump,bona-fide,0,5.273
9451.wav,JFK,spoof,1,1.6880625
9452.wav,Winston Churchill,bona-fide,0,3.768
9453.wav,Bernie Sanders,spoof,1,2.6710625
9454.wav,Dwight Eisenhower,bona-fide,0,4.3330625
9456.wav,Ayn Rand,bona-fide,0,6.901
9457.wav,Alan Watts,bona-fide,0,0.8530625
9458.wav,Winston Churchill,spoof,1,2.8930625
9459.wav,Bill Burr,bona-fide,0,7.451
9460.wav,Donald Trump,bona-fide,0,4.114
9461.wav,Ayn Rand,bona-fide,0,3.9550625
9462.wav,Donald Trump,bona-fide,0,3.621
9463.wav,Donald Trump,bona-fide,0,1.4320625
9465.wav,Ronald Reagan,bona-fide,0,3.949
9466.wav,Ayn Rand,spoof,1,5.6310625
9468.wav,Bernie Sanders,bona-fide,0,2.7760625
9469.wav,Bernie Sanders,spoof,1,1.76
9472.wav,Christopher Hitchens,spoof,1,2.607
9475.wav,Ayn Rand,bona-fide,0,13.765
9478.wav,Christopher Hitchens,bona-fide,0,2.803
9479.wav,Bernie Sanders,bona-fide,0,3.703
9482.wav,Winston Churchill,bona-fide,0,2.32
9483.wav,George W. Bush,spoof,1,2.2490625
9486.wav,Martin Luther King,bona-fide,0,0.7990625
9487.wav,Christopher Hitchens,spoof,1,11.0290625
9488.wav,JFK,spoof,1,1.488
9489.wav,Mark Zuckerberg,bona-fide,0,8.2850625
9490.wav,Ronald Reagan,spoof,1,3.0220625
9494.wav,Arnold Schwarzenegger,bona-fide,0,2.062
9495.wav,Ayn Rand,bona-fide,0,0.8110625
9497.wav,Alan Watts,spoof,1,1.427
9498.wav,Donald Trump,bona-fide,0,3.2100625
9499.wav,Arnold Schwarzenegger,bona-fide,0,2.7980625
9501.wav,Donald Trump,bona-fide,0,1.843
9503.wav,Ayn Rand,bona-fide,0,5.086
9505.wav,Dwight Eisenhower,spoof,1,14.6940625
9506.wav,Ayn Rand,bona-fide,0,1.3760625
9507.wav,Ronald Reagan,spoof,1,14.854
9508.wav,Donald Trump,bona-fide,0,2.9590625
9509.wav,Alan Watts,spoof,1,2.539
9510.wav,Nelson Mandela,spoof,1,2.05
9514.wav,Donald Trump,bona-fide,0,3.145
9515.wav,Ayn Rand,spoof,1,2.9100625
9517.wav,Ronald Reagan,bona-fide,0,4.121
9518.wav,Gilbert Gottfried,bona-fide,0,5.391
9519.wav,Tucker Carlson,spoof,1,8.3640625
9520.wav,Bernie Sanders,bona-fide,0,5.541
9521.wav,George W. Bush,spoof,1,2.4850625
9522.wav,Ronald Reagan,spoof,1,11.765
9523.wav,Milton Friedman,spoof,1,12.373
9524.wav,Christopher Hitchens,spoof,1,8.4500625
9525.wav,Christopher Hitchens,spoof,1,2.362
9526.wav,Ayn Rand,bona-fide,0,9.282
9527.wav,Ronald Reagan,spoof,1,6.184
9529.wav,Bernie Sanders,bona-fide,0,4.061
9530.wav,Donald Trump,bona-fide,0,4.894
9531.wav,Bernie Sanders,spoof,1,5.322
9532.wav,William F. Buckley,bona-fide,0,5.647
9533.wav,JFK,bona-fide,0,2.55
9538.wav,Ronald Reagan,spoof,1,4.4890625
9540.wav,Milton Friedman,spoof,1,6.108
9542.wav,Christopher Hitchens,bona-fide,0,3.7100625
9543.wav,Jerry Seinfeld,bona-fide,0,2.039
9544.wav,Christopher Hitchens,bona-fide,0,1.142
9545.wav,Ayn Rand,bona-fide,0,4.129
9546.wav,Alan Watts,bona-fide,0,1.4070625
9547.wav,Nelson Mandela,spoof,1,1.8850625
9548.wav,Alexandria Ocasio-Cortez,spoof,1,16.531
9550.wav,Bernie Sanders,bona-fide,0,1.5790625
9551.wav,Winston Churchill,spoof,1,1.5150625
9552.wav,Donald Trump,bona-fide,0,1.2120625
9553.wav,Christopher Hitchens,bona-fide,0,9.5
9554.wav,Donald Trump,bona-fide,0,3.461
9556.wav,Bernie Sanders,bona-fide,0,10.4140625
9560.wav,Donald Trump,bona-fide,0,3.6080625
9562.wav,Mark Zuckerberg,bona-fide,0,11.245
9565.wav,Winston Churchill,bona-fide,0,4.487
9566.wav,Adam Driver,spoof,1,17.5930625
9568.wav,Ayn Rand,spoof,1,6.122
9569.wav,Ronald Reagan,spoof,1,4.3780625
9570.wav,Donald Trump,bona-fide,0,4.724
9572.wav,Ayn Rand,bona-fide,0,1.7920625
9573.wav,Donald Trump,bona-fide,0,3.381
9574.wav,Ronald Reagan,spoof,1,3.7520625
9575.wav,Donald Trump,bona-fide,0,2.5540625
9578.wav,Louis Farrakhan,spoof,1,9.852
9579.wav,Ronald Reagan,bona-fide,0,1.7560625
9580.wav,Donald Trump,bona-fide,0,2.551
9581.wav,Mark Zuckerberg,bona-fide,0,12.9390625
9583.wav,Donald Trump,bona-fide,0,4.792
9584.wav,Bernie Sanders,spoof,1,4.3330625
9586.wav,Calvin Coolidge,spoof,1,4.9870625
9587.wav,Christopher Hitchens,spoof,1,2.3320625
9588.wav,JFK,bona-fide,0,5.412
9590.wav,Martin Luther King,spoof,1,2.553
9591.wav,Winston Churchill,bona-fide,0,3.4950625
9594.wav,Boris Johnson,spoof,1,17.525
9595.wav,Donald Trump,bona-fide,0,2.3080625
9596.wav,Ayn Rand,bona-fide,0,1.002
9597.wav,Ronald Reagan,spoof,1,2.4370625
9598.wav,Christopher Hitchens,spoof,1,4.341
9599.wav,Donald Trump,bona-fide,0,2.7180625
9600.wav,Christopher Hitchens,bona-fide,0,3.6090625
9602.wav,Bernie Sanders,bona-fide,0,1.1420625
9603.wav,Donald Trump,bona-fide,0,4.647
9604.wav,Mark Zuckerberg,spoof,1,3.2930625
9605.wav,Winston Churchill,bona-fide,0,3.3140625
9607.wav,Kanye West,bona-fide,0,1.301
9608.wav,Donald Trump,bona-fide,0,5.094
9612.wav,Alexandria Ocasio-Cortez,bona-fide,0,1.1100625
9613.wav,Donald Trump,bona-fide,0,4.0540625
9614.wav,Bill Burr,bona-fide,0,1.7640625
9617.wav,Ayn Rand,spoof,1,1.0290625
9619.wav,Gilbert Gottfried,spoof,1,9.946
9620.wav,Bernie Sanders,spoof,1,6.2310625
9621.wav,Bernie Sanders,bona-fide,0,3.005
9624.wav,Bernie Sanders,bona-fide,0,6.46
9625.wav,Bernie Sanders,bona-fide,0,3.204
9627.wav,John Cleese,bona-fide,0,12.1340625
9628.wav,Bernie Sanders,spoof,1,4.9150625
9629.wav,2Pac,bona-fide,0,4.527
9630.wav,Ayn Rand,spoof,1,3.005
9631.wav,Dwight Eisenhower,bona-fide,0,2.297
9635.wav,Donald Trump,bona-fide,0,3.1570625
9638.wav,Winston Churchill,bona-fide,0,3.682
9639.wav,Bernie Sanders,bona-fide,0,6.482
9640.wav,Bernie Sanders,bona-fide,0,5.223
9643.wav,Bernie Sanders,bona-fide,0,2.2300625
9644.wav,Winston Churchill,bona-fide,0,1.8070625
9645.wav,Donald Trump,spoof,1,2.1990625
9646.wav,Milton Friedman,bona-fide,0,2.909
9647.wav,Bernie Sanders,bona-fide,0,2.394
9648.wav,Bernie Sanders,bona-fide,0,3.6160625
9649.wav,Bernie Sanders,bona-fide,0,1.555
9650.wav,Christopher Hitchens,bona-fide,0,3.3480625
9651.wav,JFK,bona-fide,0,1.904
9652.wav,Ronald Reagan,spoof,1,7.2390625
9653.wav,Donald Trump,bona-fide,0,2.045
9654.wav,Martin Luther King,bona-fide,0,2.0750625
9655.wav,Bernie Sanders,bona-fide,0,2.926
9658.wav,Kanye West,bona-fide,0,1.88
9659.wav,Bernie Sanders,bona-fide,0,4.0030625
9660.wav,Ronald Reagan,bona-fide,0,2.1300625
9662.wav,Christopher Hitchens,bona-fide,0,3.474
9663.wav,Bernie Sanders,spoof,1,6.8140625
9665.wav,Donald Trump,bona-fide,0,1.4910625
9666.wav,Ayn Rand,bona-fide,0,2.1350625
9669.wav,Mark Zuckerberg,bona-fide,0,9.348
9671.wav,Robert Kardashian,bona-fide,0,5.2470625
9673.wav,Martin Luther King,spoof,1,3.2870625
9674.wav,Winston Churchill,spoof,1,14.7300625
9675.wav,Malcolm X,spoof,1,3.565
9677.wav,Nick Offerman,bona-fide,0,4.973
9678.wav,Bernie Sanders,spoof,1,4.4450625
9679.wav,Ayn Rand,spoof,1,3.2890625
9680.wav,Mr. Rogers,spoof,1,1.441
9681.wav,Bernie Sanders,spoof,1,1.91
9683.wav,Boris Johnson,bona-fide,0,6.0910625
9684.wav,Donald Trump,bona-fide,0,3.2130625
9685.wav,Donald Trump,bona-fide,0,2.4300625
9686.wav,Ronald Reagan,bona-fide,0,2.211
9687.wav,Milton Friedman,bona-fide,0,2.081
9688.wav,Ayn Rand,bona-fide,0,4.462
9689.wav,Donald Trump,bona-fide,0,1.387
9691.wav,Martin Luther King,spoof,1,10.3050625
9692.wav,Ayn Rand,spoof,1,4.9770625
9694.wav,Bernie Sanders,bona-fide,0,17.623
9696.wav,Ayn Rand,bona-fide,0,2.2790625
9698.wav,Ayn Rand,bona-fide,0,2.461
9700.wav,Mark Zuckerberg,bona-fide,0,3.58
9702.wav,2Pac,bona-fide,0,1.2100625
9706.wav,Ayn Rand,bona-fide,0,8.5920625
9707.wav,Bill Burr,bona-fide,0,3.8190625
9708.wav,Louis Farrakhan,bona-fide,0,1.664
9709.wav,Donald Trump,bona-fide,0,4.622
9710.wav,Arnold Schwarzenegger,spoof,1,1.773
9711.wav,Donald Trump,bona-fide,0,1.462
9712.wav,Nelson Mandela,bona-fide,0,2.891
9714.wav,Ayn Rand,spoof,1,11.1990625
9715.wav,Ayn Rand,spoof,1,5.733
9716.wav,Bernie Sanders,spoof,1,9.545
9718.wav,Ayn Rand,bona-fide,0,3.0930625
9719.wav,Donald Trump,bona-fide,0,5.7
9720.wav,Donald Trump,bona-fide,0,1.74
9722.wav,Bernie Sanders,spoof,1,6.317
9723.wav,Bernie Sanders,spoof,1,2.2350625
9725.wav,Malcolm X,bona-fide,0,3.9740625
9726.wav,Norm MacDonald,spoof,1,5.041
9727.wav,Nelson Mandela,spoof,1,2.453
9728.wav,Bernie Sanders,bona-fide,0,2.504
9730.wav,Ayn Rand,bona-fide,0,4.931
9731.wav,JFK,bona-fide,0,2.926
9732.wav,Donald Trump,bona-fide,0,1.9700625
9734.wav,Ronald Reagan,bona-fide,0,3.0750625
9735.wav,Donald Trump,bona-fide,0,1.2370625
9736.wav,Donald Trump,bona-fide,0,1.844
9738.wav,Ayn Rand,bona-fide,0,4.644
9739.wav,Mark Zuckerberg,bona-fide,0,3.13
9740.wav,Donald Trump,bona-fide,0,2.9940625
