file,speaker,label,numeric_label,length (sec)
8353.wav,Ayn Rand,spoof,1,1.2510625
8354.wav,Alec Guinness,spoof,1,2.4540625
8355.wav,Barack Obama,bona-fide,0,4.024
8356.wav,Bernie Sanders,bona-fide,0,1.384
8357.wav,Ronald Reagan,bona-fide,0,4.8870625
8358.wav,Alec Guinness,bona-fide,0,0.824
8359.wav,Alan Watts,spoof,1,1.8930625
8360.wav,Alec Guinness,bona-fide,0,3.5790625
8361.wav,Bernie Sanders,bona-fide,0,1.6300625
8362.wav,Donald Trump,bona-fide,0,4.502
8363.wav,Ayn Rand,bona-fide,0,1.2530625
8364.wav,Barack Obama,bona-fide,0,3.271
8365.wav,JFK,bona-fide,0,3.1560625
8366.wav,Alan Watts,spoof,1,1.9370625
8367.wav,Bernie Sanders,spoof,1,9.7530625
8368.wav,Alexandria Ocasio-Cortez,bona-fide,0,1.382
8369.wav,Ronald Reagan,spoof,1,2.6770625
8370.wav,Barack Obama,bona-fide,0,4.9560625
8371.wav,Donald Trump,bona-fide,0,1.4370625
8372.wav,Christopher Hitchens,bona-fide,0,4.069
8373.wav,Alec Guinness,spoof,1,11.312
8374.wav,Arnold Schwarzenegger,spoof,1,7.8940625
8375.wav,Alexandria Ocasio-Cortez,bona-fide,0,2.5050625
8376.wav,Bernie Sanders,bona-fide,0,4.962
8377.wav,Alec Guinness,spoof,1,6.886
8378.wav,Nelson Mandela,spoof,1,1.8130625
8379.wav,Alec Guinness,bona-fide,0,4.8700625
8380.wav,Barack Obama,bona-fide,0,5.7780625
8381.wav,FDR,bona-fide,0,7.277
8382.wav,Louis Farrakhan,bona-fide,0,8.4370625
8383.wav,Alec Guinness,spoof,1,2.8540625
8384.wav,Ayn Rand,spoof,1,4.1930625
8385.wav,Adam Driver,bona-fide,0,2.4500625
8386.wav,Louis Farrakhan,spoof,1,4.4070625
8387.wav,FDR,spoof,1,1.8730625
8388.wav,Alec Guinness,spoof,1,13.05
8389.wav,Martin Luther King,spoof,1,2.48
8390.wav,Alec Guinness,bona-fide,0,0.826
8391.wav,Donald Trump,bona-fide,0,4.995
8392.wav,Christopher Hitchens,bona-fide,0,1.3950625
8393.wav,Barack Obama,bona-fide,0,2.7110625
8394.wav,Ronald Reagan,spoof,1,10.001
8395.wav,Bernie Sanders,spoof,1,3.0920625
8396.wav,Bernie Sanders,bona-fide,0,1.1870625
8397.wav,Alec Guinness,bona-fide,0,8.945
8398.wav,Barack Obama,bona-fide,0,10.663
8399.wav,Bernie Sanders,spoof,1,5.3360625
8400.wav,Winston Churchill,bona-fide,0,2.2280625
8401.wav,Alec Guinness,spoof,1,1.428
8402.wav,Donald Trump,spoof,1,3.921
8403.wav,Adam Driver,bona-fide,0,6.267
8404.wav,Ronald Reagan,spoof,1,4.121
8405.wav,George W. Bush,spoof,1,1.6390625
8406.wav,Donald Trump,bona-fide,0,1.872
8407.wav,Ayn Rand,spoof,1,2.5430625
8408.wav,Barack Obama,bona-fide,0,1.5920625
8409.wav,Ayn Rand,bona-fide,0,3.9710625
8410.wav,Bernie Sanders,bona-fide,0,2.861
8411.wav,Ronald Reagan,spoof,1,2.4080625
8412.wav,Donald Trump,bona-fide,0,2.981
8413.wav,Alec Guinness,bona-fide,0,3.9710625
8414.wav,The Notorious B.I.G.,spoof,1,7.585
8415.wav,Bernie Sanders,bona-fide,0,2.9820625
8416.wav,Ronald Reagan,spoof,1,3.3450625
8417.wav,Winston Churchill,spoof,1,2.5390625
8418.wav,Alec Guinness,spoof,1,7.6070625
8419.wav,Nelson Mandela,spoof,1,2.9460625
8420.wav,Ayn Rand,bona-fide,0,3.383
8421.wav,Martin Luther King,bona-fide,0,1.282
8422.wav,Queen Elizabeth II,bona-fide,0,5.6110625
8423.wav,Ayn Rand,bona-fide,0,2.4960625
8424.wav,Alec Guinness,spoof,1,5.527
8425.wav,Ronald Reagan,bona-fide,0,4.8100625
8426.wav,Christopher Hitchens,spoof,1,4.7790625
8427.wav,Bernie Sanders,spoof,1,3.161
8428.wav,Barack Obama,bona-fide,0,6.0340625
8429.wav,2Pac,spoof,1,1.607
8430.wav,Robert Kardashian,spoof,1,0.82
8431.wav,Donald Trump,bona-fide,0,5.5540625
8432.wav,JFK,spoof,1,4.4980625
8433.wav,Donald Trump,bona-fide,0,1.756
8434.wav,Martin Luther King,bona-fide,0,4.323
8435.wav,Donald Trump,bona-fide,0,1.8700625
8436.wav,Bill Clinton,bona-fide,0,2.802
8437.wav,Bill Clinton,bona-fide,0,3.086
8438.wav,Bernie Sanders,bona-fide,0,1.017
8439.wav,Alec Guinness,spoof,1,5.44
8440.wav,Donald Trump,bona-fide,0,1.062
8441.wav,Ayn Rand,bona-fide,0,1.97
8442.wav,Bernie Sanders,bona-fide,0,4.0510625
8443.wav,Bernie Sanders,bona-fide,0,8.0670625
8444.wav,Boris Johnson,spoof,1,11.7730625
8445.wav,Dwight Eisenhower,bona-fide,0,3.16
8446.wav,Bernie Sanders,spoof,1,2.43
8447.wav,Nelson Mandela,spoof,1,1.7810625
8448.wav,Malcolm X,bona-fide,0,3.284
8449.wav,Barack Obama,bona-fide,0,3.3950625
8450.wav,Nelson Mandela,spoof,1,2.9180625
8451.wav,Ronald Reagan,bona-fide,0,3.012
8452.wav,Barack Obama,bona-fide,0,2.1570625
8453.wav,Milton Friedman,bona-fide,0,2.901
8454.wav,Martin Luther King,bona-fide,0,2.5370625
8455.wav,Alec Guinness,spoof,1,4.2180625
8456.wav,Christopher Hitchens,spoof,1,1.281
8457.wav,George Carlin,bona-fide,0,5.983
8458.wav,Ayn Rand,bona-fide,0,9.8190625
8459.wav,Bill Clinton,spoof,1,4.081
8460.wav,Nelson Mandela,spoof,1,2.9160625
8461.wav,Alec Guinness,bona-fide,0,1.8180625
8462.wav,Frank Sinatra,spoof,1,4.9670625
8463.wav,Martin Luther King,bona-fide,0,1.097
8464.wav,Ayn Rand,spoof,1,5.801
8465.wav,Bernie Sanders,spoof,1,6.804
8466.wav,Barack Obama,bona-fide,0,1.2960625
8467.wav,Nelson Mandela,spoof,1,1.6530625
8468.wav,Barack Obama,bona-fide,0,2.3700625
8469.wav,Milton Friedman,spoof,1,9.332
8470.wav,Ayn Rand,bona-fide,0,3.885
8471.wav,Bill Clinton,bona-fide,0,3.308
8472.wav,Martin Luther King,spoof,1,9.3090625
8473.wav,Bill Clinton,bona-fide,0,1.583
8474.wav,Donald Trump,bona-fide,0,3.504
8475.wav,Ronald Reagan,bona-fide,0,5.4110625
8476.wav,Alec Guinness,bona-fide,0,2.501
8477.wav,Louis Farrakhan,bona-fide,0,1.9750625
8478.wav,Milton Friedman,spoof,1,1.403
8479.wav,JFK,spoof,1,13.369
8480.wav,Arnold Schwarzenegger,bona-fide,0,2.4910625
8481.wav,Bernie Sanders,bona-fide,0,8.041
8482.wav,Barack Obama,bona-fide,0,1.7540625
8483.wav,Ronald Reagan,spoof,1,8.503
8484.wav,Barack Obama,bona-fide,0,1.8370625
8485.wav,Bernie Sanders,bona-fide,0,7.163
8486.wav,Ayn Rand,bona-fide,0,3.9180625
8487.wav,Mark Zuckerberg,spoof,1,2.762
8488.wav,Alec Guinness,spoof,1,3.387
8489.wav,Ayn Rand,spoof,1,5.57
8490.wav,Alec Guinness,bona-fide,0,1.421
8491.wav,Alan Watts,spoof,1,2.0680625
8492.wav,Barack Obama,bona-fide,0,3.6900625
8493.wav,Winston Churchill,bona-fide,0,1.208
8494.wav,Donald Trump,bona-fide,0,3.1980625
8495.wav,Alec Guinness,bona-fide,0,1.49
8496.wav,Alec Guinness,spoof,1,6.4050625
8497.wav,Nelson Mandela,spoof,1,3.9500625
8498.wav,Bill Clinton,bona-fide,0,2.6430625
8499.wav,Milton Friedman,spoof,1,1.9490625
8500.wav,Donald Trump,bona-fide,0,1.5960625
8501.wav,Bill Clinton,bona-fide,0,5.36
8502.wav,Winston Churchill,spoof,1,4.3150625
8503.wav,Bernie Sanders,bona-fide,0,2.9150625
8504.wav,Orson Welles,bona-fide,0,4.74
8505.wav,Alec Guinness,spoof,1,2.032
8506.wav,Ayn Rand,bona-fide,0,3.2550625
8507.wav,Ayn Rand,bona-fide,0,0.9390625
8508.wav,Christopher Hitchens,spoof,1,3.044
8509.wav,Alec Guinness,spoof,1,10.032
8510.wav,Barack Obama,bona-fide,0,3.894
8511.wav,Bob Ross,bona-fide,0,9.1860625
8512.wav,Martin Luther King,spoof,1,3.2470625
8513.wav,Norm MacDonald,spoof,1,14.746
8514.wav,Lyndon Johnson,bona-fide,0,0.9410625
8515.wav,Ayn Rand,bona-fide,0,4.536
8516.wav,Adam Driver,spoof,1,3.371
8517.wav,Ayn Rand,bona-fide,0,2.945
8518.wav,Louis C.K.,spoof,1,4.7590625
8519.wav,Bernie Sanders,bona-fide,0,1.247
8520.wav,Donald Trump,bona-fide,0,2.555
8521.wav,Donald Trump,bona-fide,0,3.6540625
8522.wav,Donald Trump,bona-fide,0,2.9490625
8523.wav,Donald Trump,bona-fide,0,5.1270625
8524.wav,Scarlett Johansson,spoof,1,1.948
8525.wav,Winston Churchill,spoof,1,2.2990625
8526.wav,Ronald Reagan,bona-fide,0,5.968
8527.wav,Christopher Hitchens,bona-fide,0,17.978
8528.wav,Barack Obama,bona-fide,0,1.2540625
8529.wav,Ayn Rand,spoof,1,1.051
8530.wav,Christopher Hitchens,bona-fide,0,5.6740625
8531.wav,William F. Buckley,spoof,1,6.072
8532.wav,Barack Obama,bona-fide,0,3.6780625
8533.wav,Barack Obama,bona-fide,0,4.321
8534.wav,Winston Churchill,bona-fide,0,1.503
8535.wav,Milton Friedman,bona-fide,0,3.353
8536.wav,Ayn Rand,spoof,1,4.0910625
8537.wav,Nelson Mandela,spoof,1,1.7360625
8538.wav,Martin Luther King,bona-fide,0,0.881
8539.wav,Bernie Sanders,bona-fide,0,8.4560625
8540.wav,Ayn Rand,spoof,1,4.467
8541.wav,Barack Obama,bona-fide,0,9.924
8542.wav,Bill Clinton,bona-fide,0,1.5750625
8543.wav,Alec Guinness,bona-fide,0,1.864
8544.wav,Bill Clinton,spoof,1,3.308
8545.wav,Bernie Sanders,spoof,1,6.243
8546.wav,Donald Trump,bona-fide,0,2.362
8547.wav,Bernie Sanders,spoof,1,5.5560625
8548.wav,Donald Trump,bona-fide,0,4.5130625
8549.wav,Martin Luther King,bona-fide,0,3.613
8550.wav,Bernie Sanders,spoof,1,2.6
8551.wav,Arnold Schwarzenegger,spoof,1,4.5150625
8552.wav,Bob Ross,bona-fide,0,5.1770625
8553.wav,Nelson Mandela,spoof,1,1.9720625
8554.wav,Kamala Harris,bona-fide,0,1.622
8555.wav,Alec Guinness,spoof,1,7.8530625
8556.wav,Ronald Reagan,spoof,1,5.0850625
8557.wav,Alec Guinness,bona-fide,0,4.54
8558.wav,Ronald Reagan,bona-fide,0,3.865
8559.wav,Donald Trump,bona-fide,0,1.8980625
8560.wav,Bernie Sanders,bona-fide,0,1.8580625
8561.wav,Martin Luther King,bona-fide,0,1.7920625
8562.wav,Donald Trump,bona-fide,0,3.334
8563.wav,Barack Obama,bona-fide,0,3.7540625
8564.wav,Richard Nixon,bona-fide,0,1.912
8565.wav,Donald Trump,bona-fide,0,4.451
8566.wav,Bernie Sanders,spoof,1,6.54
8567.wav,The Notorious B.I.G.,spoof,1,2.163
8568.wav,Queen Elizabeth II,bona-fide,0,2.6540625
8569.wav,Barack Obama,bona-fide,0,8.0570625
8570.wav,Donald Trump,bona-fide,0,1.3100625
8571.wav,Donald Trump,bona-fide,0,1.6500625
8572.wav,Donald Trump,bona-fide,0,2.7090625
8573.wav,Barack Obama,bona-fide,0,3.06
8574.wav,Ayn Rand,spoof,1,6.083
8575.wav,Donald Trump,bona-fide,0,4.8430625
8576.wav,Ayn Rand,bona-fide,0,7.5120625
8577.wav,Alec Guinness,bona-fide,0,2.889
8578.wav,Ayn Rand,spoof,1,4.3060625
8579.wav,Donald Trump,bona-fide,0,2.5480625
8580.wav,Ronald Reagan,spoof,1,1.37
8581.wav,Alec Guinness,spoof,1,6.803
8582.wav,George Carlin,spoof,1,11.791
8583.wav,Barack Obama,bona-fide,0,1.4170625
8584.wav,Donald Trump,bona-fide,0,10.0880625
8585.wav,Bernie Sanders,spoof,1,8.162
8586.wav,Christopher Hitchens,bona-fide,0,4.0510625
8587.wav,Lyndon Johnson,bona-fide,0,2.423
8588.wav,Ayn Rand,spoof,1,5.3370625
8589.wav,Donald Trump,bona-fide,0,5.7490625
8590.wav,Ronald Reagan,spoof,1,6.5480625
8591.wav,Barack Obama,bona-fide,0,2.7860625
8592.wav,Ronald Reagan,bona-fide,0,3.0590625
8593.wav,Alec Guinness,bona-fide,0,1.1780625
8594.wav,Scarlett Johansson,spoof,1,12.754
8595.wav,FDR,spoof,1,7.171
8596.wav,Bernie Sanders,bona-fide,0,4.66
8597.wav,Lyndon Johnson,bona-fide,0,1.4790625
8598.wav,Malcolm X,bona-fide,0,1.822
8599.wav,FDR,spoof,1,7.884
8600.wav,Alan Watts,spoof,1,3.4350625
8601.wav,Alan Watts,spoof,1,1.823
8602.wav,Alec Guinness,spoof,1,7.3590625
8603.wav,Donald Trump,bona-fide,0,2.026
8604.wav,Martin Luther King,bona-fide,0,2.1380625
8605.wav,The Notorious B.I.G.,spoof,1,10.3990625
8606.wav,Ronald Reagan,spoof,1,2.0730625
8607.wav,Alec Guinness,spoof,1,8.223
8608.wav,Alec Guinness,spoof,1,2.9640625
8609.wav,Donald Trump,bona-fide,0,2.4960625
8610.wav,Donald Trump,spoof,1,2.242
8611.wav,Robert Kardashian,spoof,1,1.706
8612.wav,Barack Obama,bona-fide,0,8.579
8613.wav,Ayn Rand,bona-fide,0,3.6450625
8614.wav,Alec Guinness,bona-fide,0,3.662
8615.wav,Alec Guinness,bona-fide,0,1.0
8616.wav,Ayn Rand,bona-fide,0,1.8840625
8617.wav,JFK,bona-fide,0,3.02
8618.wav,Mitch Hedberg,bona-fide,0,5.2630625
8619.wav,Dwight Eisenhower,bona-fide,0,3.722
8620.wav,Winston Churchill,bona-fide,0,2.63
8621.wav,Ayn Rand,spoof,1,4.215
8622.wav,Ronald Reagan,spoof,1,3.8580625
8623.wav,Barack Obama,bona-fide,0,4.407
8624.wav,Barack Obama,bona-fide,0,4.782
8625.wav,Ayn Rand,bona-fide,0,2.202
8626.wav,2Pac,spoof,1,1.5090625
8627.wav,FDR,spoof,1,6.472
8628.wav,Ayn Rand,bona-fide,0,6.742
8629.wav,Donald Trump,bona-fide,0,2.385
8630.wav,Christopher Hitchens,bona-fide,0,4.741
8631.wav,Ayn Rand,spoof,1,1.0560625
8632.wav,Milton Friedman,bona-fide,0,2.792
8633.wav,Ronald Reagan,bona-fide,0,2.4190625
8634.wav,Queen Elizabeth II,spoof,1,3.165
8635.wav,JFK,spoof,1,3.523
8636.wav,Alec Guinness,bona-fide,0,0.7
8637.wav,Alec Guinness,bona-fide,0,4.487
8638.wav,Arnold Schwarzenegger,spoof,1,2.0790625
8639.wav,Richard Nixon,spoof,1,12.0440625
8640.wav,Ronald Reagan,spoof,1,6.867
8641.wav,Barack Obama,spoof,1,4.5570625
8642.wav,Bill Clinton,spoof,1,2.481
8643.wav,Donald Trump,bona-fide,0,1.943
8644.wav,Bill Clinton,bona-fide,0,2.838
8645.wav,Alec Guinness,spoof,1,4.8920625
8646.wav,Alec Guinness,bona-fide,0,2.4160625
8647.wav,Dwight Eisenhower,bona-fide,0,12.46
8648.wav,Winston Churchill,spoof,1,2.4910625
8649.wav,Winston Churchill,spoof,1,3.269
8650.wav,Alec Guinness,spoof,1,8.588
8651.wav,Barack Obama,bona-fide,0,8.42
8652.wav,Bernie Sanders,spoof,1,3.132
8653.wav,Donald Trump,bona-fide,0,3.5190625
8654.wav,Christopher Hitchens,spoof,1,3.563
8655.wav,Milton Friedman,spoof,1,7.1360625
8656.wav,Donald Trump,bona-fide,0,2.8760625
8657.wav,Queen Elizabeth II,spoof,1,2.3540625
8658.wav,Ayn Rand,spoof,1,3.683
8659.wav,Bernie Sanders,spoof,1,4.467
8660.wav,Donald Trump,bona-fide,0,3.682
8661.wav,Alec Guinness,bona-fide,0,0.7080625
8662.wav,Donald Trump,bona-fide,0,5.009
8663.wav,JFK,spoof,1,7.863
8664.wav,Alec Guinness,bona-fide,0,1.8390625
8665.wav,Christopher Hitchens,bona-fide,0,1.401
8666.wav,Jeff Goldblum,bona-fide,0,1.787
8667.wav,Martin Luther King,bona-fide,0,0.812
8668.wav,Barack Obama,spoof,1,3.988
8669.wav,Ayn Rand,spoof,1,2.345
8670.wav,Donald Trump,bona-fide,0,2.5570625
8671.wav,Alec Guinness,bona-fide,0,5.8580625
8672.wav,JFK,spoof,1,2.502
8673.wav,Mark Zuckerberg,spoof,1,1.6250625
8674.wav,Bob Ross,bona-fide,0,9.2640625
8675.wav,FDR,bona-fide,0,2.7880625
8676.wav,Alec Guinness,bona-fide,0,4.8190625
8677.wav,Christopher Hitchens,bona-fide,0,6.1390625
8678.wav,Alec Guinness,spoof,1,4.848
8679.wav,Donald Trump,bona-fide,0,1.2940625
8680.wav,Bernie Sanders,spoof,1,2.643
8681.wav,Mark Zuckerberg,bona-fide,0,1.4160625
8682.wav,Donald Trump,bona-fide,0,5.4570625
8683.wav,Donald Trump,bona-fide,0,3.312
8684.wav,Ronald Reagan,spoof,1,3.097
8685.wav,Norm MacDonald,bona-fide,0,1.846
8686.wav,The Notorious B.I.G.,spoof,1,0.866
8687.wav,Christopher Hitchens,bona-fide,0,2.5210625
8688.wav,Barack Obama,bona-fide,0,1.8660625
8689.wav,Bill Clinton,bona-fide,0,5.173
8690.wav,Ayn Rand,spoof,1,3.841
8691.wav,Donald Trump,bona-fide,0,4.3530625
8692.wav,Queen Elizabeth II,spoof,1,5.432
8693.wav,Alec Guinness,bona-fide,0,3.6
8694.wav,Winston Churchill,spoof,1,1.802
8695.wav,Milton Friedman,spoof,1,2.6550625
8696.wav,Christopher Hitchens,spoof,1,4.9920625
8697.wav,Ayn Rand,spoof,1,4.633
8698.wav,Norm MacDonald,bona-fide,0,6.312
8699.wav,Queen Elizabeth II,spoof,1,1.7270625
8700.wav,Martin Luther King,bona-fide,0,4.8790625
8701.wav,Orson Welles,spoof,1,16.2180625
8702.wav,Barack Obama,bona-fide,0,7.7230625
8703.wav,Kanye West,bona-fide,0,0.9700625
8704.wav,Robert Kardashian,bona-fide,0,2.26
8705.wav,Adam Driver,spoof,1,4.143
8706.wav,Donald Trump,bona-fide,0,1.89
8707.wav,Mark Zuckerberg,spoof,1,3.084
8708.wav,JFK,bona-fide,0,2.472
8709.wav,Richard Nixon,spoof,1,3.332
8710.wav,Ronald Reagan,spoof,1,10.307
8711.wav,Ronald Reagan,spoof,1,21.1150625
8712.wav,Barack Obama,bona-fide,0,1.405
8713.wav,JFK,bona-fide,0,5.9580625
8714.wav,2Pac,spoof,1,1.0580625
8715.wav,Barack Obama,bona-fide,0,3.4150625
8716.wav,Bill Clinton,bona-fide,0,1.9390625
8717.wav,Bernie Sanders,bona-fide,0,9.664
8718.wav,Alec Guinness,spoof,1,2.326
8719.wav,Ayn Rand,bona-fide,0,1.204
8720.wav,Ronald Reagan,spoof,1,9.302
8721.wav,The Notorious B.I.G.,spoof,1,1.6660625
8722.wav,Ayn Rand,bona-fide,0,2.5530625
8723.wav,Alec Guinness,bona-fide,0,4.401
8724.wav,Alec Guinness,bona-fide,0,1.6930625
8725.wav,Bernie Sanders,bona-fide,0,3.2930625
8726.wav,Bernie Sanders,spoof,1,0.84
8727.wav,Barack Obama,bona-fide,0,2.1150625
8728.wav,Bob Ross,bona-fide,0,4.8980625
8729.wav,Bernie Sanders,spoof,1,4.2560625
8730.wav,Barack Obama,bona-fide,0,3.853
8731.wav,The Notorious B.I.G.,spoof,1,11.626
8732.wav,Barack Obama,bona-fide,0,16.623
8733.wav,Ayn Rand,spoof,1,2.483
8734.wav,Ronald Reagan,spoof,1,3.863
8735.wav,Donald Trump,bona-fide,0,1.985
8736.wav,JFK,spoof,1,4.5490625
8737.wav,Mark Zuckerberg,bona-fide,0,1.866
8738.wav,Barack Obama,bona-fide,0,10.234
8739.wav,Alexandria Ocasio-Cortez,bona-fide,0,1.4720625
8740.wav,Alec Guinness,spoof,1,1.656
8741.wav,Nelson Mandela,spoof,1,1.9990625
8742.wav,Adam Driver,bona-fide,0,11.834
8743.wav,Mark Zuckerberg,bona-fide,0,9.388
8744.wav,Scarlett Johansson,spoof,1,7.505
8745.wav,Barack Obama,bona-fide,0,1.847
8746.wav,Barack Obama,bona-fide,0,3.063
8747.wav,Ayn Rand,spoof,1,2.5
8748.wav,Bill Clinton,bona-fide,0,12.9720625
8749.wav,Nelson Mandela,spoof,1,3.234
8750.wav,Gilbert Gottfried,bona-fide,0,10.301
8751.wav,Alan Watts,spoof,1,1.43
8752.wav,Donald Trump,spoof,1,8.715
8753.wav,Barack Obama,bona-fide,0,4.089
8754.wav,Ronald Reagan,spoof,1,4.783
8755.wav,Martin Luther King,bona-fide,0,1.529
8756.wav,George Carlin,bona-fide,0,3.03
8757.wav,Winston Churchill,bona-fide,0,2.369
8758.wav,Alec Guinness,spoof,1,1.7050625
8759.wav,Alexandria Ocasio-Cortez,spoof,1,10.504
8760.wav,Ayn Rand,bona-fide,0,1.0480625
8761.wav,Donald Trump,bona-fide,0,3.422
8762.wav,George Carlin,bona-fide,0,1.305
8763.wav,Barack Obama,spoof,1,2.709
8764.wav,Donald Trump,bona-fide,0,1.98
8765.wav,The Notorious B.I.G.,spoof,1,1.0160625
8766.wav,FDR,spoof,1,7.2720625
8767.wav,Orson Welles,spoof,1,2.6150625
8768.wav,Barack Obama,bona-fide,0,4.6590625
8769.wav,Donald Trump,bona-fide,0,2.594
8770.wav,Bernie Sanders,spoof,1,8.184
8771.wav,Bernie Sanders,bona-fide,0,2.4640625
8772.wav,Bill Clinton,bona-fide,0,1.6290625
8773.wav,Barack Obama,bona-fide,0,9.409
8774.wav,Alec Guinness,bona-fide,0,2.054
8775.wav,Donald Trump,bona-fide,0,3.0030625
8776.wav,Dwight Eisenhower,bona-fide,0,3.547
8777.wav,Alec Guinness,spoof,1,1.7900625
8778.wav,Alec Guinness,spoof,1,5.0730625
8779.wav,Barack Obama,spoof,1,1.9140625
8780.wav,Bernie Sanders,spoof,1,3.4640625
8781.wav,Bill Clinton,spoof,1,2.442
8782.wav,Milton Friedman,spoof,1,3.48
8783.wav,Bill Clinton,spoof,1,3.601
8784.wav,Donald Trump,bona-fide,0,4.003
8785.wav,Christopher Hitchens,spoof,1,3.18
8786.wav,Nick Offerman,spoof,1,22.77
8787.wav,Christopher Hitchens,spoof,1,14.637
8788.wav,Richard Nixon,bona-fide,0,4.69
8789.wav,Louis Farrakhan,bona-fide,0,7.885
8790.wav,Alexandria Ocasio-Cortez,bona-fide,0,2.2550625
8791.wav,Alec Guinness,spoof,1,4.8180625
8792.wav,Donald Trump,bona-fide,0,2.281
8793.wav,Barack Obama,bona-fide,0,1.1
8794.wav,Orson Welles,spoof,1,4.333
8795.wav,Barack Obama,bona-fide,0,9.042
8796.wav,Alexandria Ocasio-Cortez,spoof,1,7.8090625
8797.wav,Alec Guinness,spoof,1,4.9250625
8798.wav,Alec Guinness,spoof,1,11.6890625
8799.wav,Richard Nixon,spoof,1,1.149
8800.wav,Donald Trump,bona-fide,0,2.2150625
8801.wav,Bill Clinton,bona-fide,0,1.421
8802.wav,Barack Obama,spoof,1,2.9120625
8803.wav,Alec Guinness,spoof,1,5.225
8804.wav,Bernie Sanders,spoof,1,7.746
8805.wav,Donald Trump,bona-fide,0,2.1490625
8806.wav,Bill Clinton,bona-fide,0,2.811
8807.wav,Alec Guinness,bona-fide,0,1.5580625
8808.wav,George Carlin,bona-fide,0,9.3190625
8809.wav,Ronald Reagan,spoof,1,11.323
8810.wav,Alec Guinness,spoof,1,9.49
8811.wav,JFK,bona-fide,0,1.916
8812.wav,Milton Friedman,bona-fide,0,1.7990625
8813.wav,Alec Guinness,bona-fide,0,4.0690625
8814.wav,Alec Guinness,bona-fide,0,2.8150625
8815.wav,Ronald Reagan,spoof,1,2.11
8816.wav,Bill Clinton,spoof,1,1.3570625
8817.wav,Winston Churchill,spoof,1,1.5170625
8818.wav,Martin Luther King,bona-fide,0,3.2750625
8819.wav,Martin Luther King,bona-fide,0,6.651
8820.wav,Ayn Rand,spoof,1,4.473
8821.wav,Winston Churchill,spoof,1,3.924
8822.wav,Alec Guinness,spoof,1,1.5130625
8823.wav,Bill Clinton,bona-fide,0,2.46
8824.wav,Donald Trump,bona-fide,0,2.18
8825.wav,FDR,bona-fide,0,2.695
8826.wav,Barack Obama,bona-fide,0,8.754
8827.wav,Donald Trump,bona-fide,0,3.69
8828.wav,Barack Obama,bona-fide,0,2.488
8829.wav,Mark Zuckerberg,bona-fide,0,1.724
8830.wav,Richard Nixon,spoof,1,4.5390625
8831.wav,Barack Obama,bona-fide,0,6.581
8832.wav,Ayn Rand,spoof,1,7.08
8833.wav,Alec Guinness,spoof,1,5.594
8834.wav,Bernie Sanders,spoof,1,24.481
8835.wav,Bernie Sanders,spoof,1,8.069
8836.wav,Bob Ross,bona-fide,0,7.34
8837.wav,John Cleese,spoof,1,4.22
8838.wav,Alec Guinness,spoof,1,6.2410625
8839.wav,George W. Bush,spoof,1,3.226
8840.wav,Winston Churchill,bona-fide,0,2.217
8841.wav,Barack Obama,bona-fide,0,8.6140625
8842.wav,Alec Guinness,spoof,1,8.52
8843.wav,Barack Obama,spoof,1,2.4250625
8844.wav,Bernie Sanders,spoof,1,2.7310625
8845.wav,Winston Churchill,bona-fide,0,4.2340625
8846.wav,Queen Elizabeth II,bona-fide,0,5.8920625
8847.wav,Barack Obama,bona-fide,0,1.9590625
8848.wav,Alec Guinness,bona-fide,0,5.729
8849.wav,Barack Obama,bona-fide,0,3.2540625
8850.wav,Alec Guinness,bona-fide,0,1.645
8851.wav,Bill Clinton,spoof,1,5.263
8852.wav,Barack Obama,bona-fide,0,2.504
8853.wav,Alec Guinness,spoof,1,3.1540625
8854.wav,Bernie Sanders,bona-fide,0,3.1550625
8855.wav,JFK,bona-fide,0,2.324
8856.wav,Alec Guinness,spoof,1,3.8440625
8857.wav,The Notorious B.I.G.,spoof,1,8.562
8858.wav,Ayn Rand,bona-fide,0,5.681
8859.wav,Mr. Rogers,spoof,1,2.661
8860.wav,Barack Obama,bona-fide,0,2.768
8861.wav,JFK,bona-fide,0,1.6170625
8862.wav,Donald Trump,bona-fide,0,4.145
8863.wav,Donald Trump,bona-fide,0,3.264
8864.wav,Donald Trump,bona-fide,0,1.497
8865.wav,Christopher Hitchens,bona-fide,0,10.6370625
8866.wav,George W. Bush,bona-fide,0,1.8460625
8867.wav,Barack Obama,bona-fide,0,3.7730625
8868.wav,Queen Elizabeth II,spoof,1,5.4140625
8869.wav,Barack Obama,bona-fide,0,2.9990625
8870.wav,Alec Guinness,spoof,1,6.2710625
8871.wav,Christopher Hitchens,bona-fide,0,2.391
8872.wav,Ayn Rand,bona-fide,0,5.974
8873.wav,Bill Clinton,bona-fide,0,6.186
8874.wav,Mark Zuckerberg,spoof,1,9.5330625
8875.wav,Ronald Reagan,spoof,1,4.7580625
8876.wav,Ronald Reagan,spoof,1,1.582
8877.wav,Winston Churchill,spoof,1,8.156
8878.wav,Christopher Hitchens,bona-fide,0,4.6
8879.wav,FDR,bona-fide,0,7.6760625
8880.wav,Mark Zuckerberg,bona-fide,0,0.761
8881.wav,Alec Guinness,bona-fide,0,1.101
8882.wav,Richard Nixon,bona-fide,0,2.727
8883.wav,Barack Obama,bona-fide,0,2.4570625
8884.wav,Barack Obama,bona-fide,0,3.0700625
8885.wav,Ayn Rand,bona-fide,0,5.46
